year,tmID,confID,rank,playoff,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,homeW,homeL,awayW,awayL,confW,confL,min,wonPost,lostPost,wonPointsPost,lostPointsPost,awards_players,awards_coaches,offensive_efficiency,defensive_efficiency,play_percent,factors4,possession,opponent_possession,avg_pie,avg_per,avg_height,avg_weight,per_o_fgm,per_o_ftm,per_o_3pm,per_d_fgm,per_d_ftm,per_d_3pm
6,PHO,WE,5.0,N,264.0,652.0,501.0,748.0,282.0,464.0,137.0,2300.0,309.0,711.0,456.0,660.0,226.0,536.0,137.0,2235.0,0.5,0.5,10.0,7.0,7.0,10.0,11.0,11.0,6825.0,0,0,0,0,1,0,13.29,27.07,0.25,330.55,2289.72,2294.94,0.1025,19.642834794211808,73.2,171.8,0.43,0.76,0.37,0.42,0.74,0.38
7,PHO,WE,5.0,N,342.0,720.0,549.0,697.0,243.0,517.0,179.0,2361.0,319.0,705.0,470.0,672.0,265.0,483.0,112.0,2354.0,0.47,0.53,11.0,6.0,5.0,12.0,12.0,10.0,6800.0,0,0,0,0,0,0,34.26,15.93,0.23,330.57,2374.96,2374.85,0.128,20.21187907091178,72.9090909090909,171.8181818181818,0.41,0.77,0.33,0.43,0.73,0.36
8,PHO,WE,5.0,Y,334.0,811.0,640.0,741.0,275.0,442.0,127.0,2960.0,408.0,875.0,578.0,669.0,231.0,537.0,126.0,2879.0,0.53,0.47,10.0,7.0,8.0,9.0,8.0,12.0,6900.0,0,0,0,0,1,0,12.6,25.06,0.27,431.74,2729.24,2749.32,0.0825,19.968944555022517,72.66666666666667,164.0,0.44,0.79,0.37,0.43,0.74,0.33
9,PHO,WE,1.0,N,279.0,873.0,683.0,658.0,285.0,486.0,159.0,3025.0,445.0,945.0,628.0,684.0,244.0,595.0,109.0,2904.0,0.68,0.32,12.0,5.0,11.0,6.0,17.0,5.0,6850.0,7,2,7,0,1,0,12.46,-54.83,0.26,425.34,2839.45,2871.4,0.13399999999999998,25.679378461605285,72.45454545454545,163.45454545454547,0.44,0.82,0.35,0.4,0.8,0.38
10,PHO,WE,6.0,Y,375.0,851.0,560.0,794.0,232.0,489.0,156.0,3010.0,440.0,858.0,650.0,717.0,234.0,500.0,129.0,3009.0,0.47,0.53,10.0,7.0,6.0,11.0,8.0,12.0,6825.0,0,0,0,0,0,0,16.44,20.32,0.25,427.75,2821.56,2812.88,0.10400000000000001,24.497449833314587,72.22222222222223,166.88888888888889,0.43,0.83,0.33,0.42,0.74,0.35
11,PHO,WE,1.0,0,284.0,906.0,625.0,740.0,225.0,500.0,181.0,3156.0,421.0,864.0,607.0,671.0,260.0,460.0,143.0,3031.0,0.68,0.32,12.0,5.0,11.0,6.0,13.0,7.0,6900.0,7,4,7,0,3,0,11.74,16.52,0.27,451.35,2880.84,2875.62,0.1275,26.961198256521847,71.3,164.8,0.46,0.86,0.39,0.42,0.75,0.34
2,POR,WE,7.0,N,309.0,627.0,480.0,761.0,265.0,593.0,93.0,2155.0,307.0,646.0,487.0,729.0,277.0,531.0,130.0,2303.0,0.31,0.69,6.0,10.0,4.0,12.0,4.0,17.0,6525.0,0,0,0,0,0,0,16.37,13.39,0.23,304.57,2321.93,2311.72,0.0,0.0,0.0,0.0,0.42,0.7,0.33,0.43,0.75,0.34
3,POR,WE,7.0,N,300.0,696.0,451.0,633.0,244.0,500.0,106.0,2088.0,343.0,763.0,501.0,643.0,293.0,474.0,144.0,2202.0,0.34,0.66,6.0,10.0,5.0,11.0,5.0,16.0,6525.0,0,0,0,0,1,0,332.48,-83.54,0.22,293.36,2265.87,2269.09,0.1275,17.365799489894314,71.88888888888889,165.66666666666666,0.39,0.74,0.33,0.41,0.7,0.39
4,POR,WE,5.0,N,307.0,641.0,492.0,623.0,239.0,493.0,120.0,2195.0,334.0,678.0,486.0,616.0,272.0,508.0,139.0,2227.0,0.5,0.5,9.0,7.0,7.0,9.0,8.0,13.0,6475.0,0,0,0,0,0,0,16.99,24.29,0.24,331.75,2289.75,2249.93,0.072,15.768516783100399,71.41666666666667,169.41666666666666,0.42,0.73,0.32,0.43,0.72,0.36
2,SAC,WE,3.0,Y,388.0,650.0,567.0,571.0,332.0,458.0,157.0,2343.0,320.0,631.0,503.0,600.0,226.0,524.0,116.0,2176.0,0.66,0.34,13.0,3.0,8.0,8.0,13.0,8.0,6400.0,0,2,0,0,0,0,18.9,21.9,0.25,350.57,2255.04,2266.91,0.0,0.0,0.0,0.0,0.44,0.69,0.31,0.42,0.75,0.34
3,SAC,WE,2.0,N,374.0,723.0,558.0,588.0,276.0,494.0,158.0,2294.0,343.0,662.0,496.0,616.0,261.0,481.0,143.0,2139.0,0.62,0.38,12.0,4.0,8.0,8.0,13.0,8.0,6525.0,3,2,2,1,0,0,192.45,40.12,0.23,334.97,2271.28,2299.51,0.128,22.7606381148291,71.36363636363636,159.9090909090909,0.42,0.74,0.39,0.4,0.72,0.29
4,SAC,WE,6.0,Y,301.0,648.0,500.0,675.0,247.0,456.0,109.0,2166.0,352.0,723.0,493.0,633.0,233.0,496.0,128.0,2294.0,0.44,0.56,10.0,6.0,4.0,12.0,8.0,13.0,6575.0,0,0,0,0,0,0,18.31,57.87,0.23,312.15,2291.83,2292.13,0.086,18.539159207196025,72.33333333333333,166.08333333333334,0.4,0.76,0.28,0.42,0.76,0.33
5,SAC,WE,3.0,Y,349.0,718.0,568.0,641.0,297.0,461.0,122.0,2299.0,345.0,751.0,516.0,640.0,224.0,576.0,141.0,2216.0,0.56,0.44,12.0,5.0,7.0,10.0,13.0,11.0,6825.0,3,3,2,1,1,0,32.64,-127.94,0.24,344.95,2394.66,2385.29,0.14,23.833813584056223,72.44444444444444,161.44444444444446,0.41,0.68,0.32,0.41,0.73,0.32
6,SAC,WE,4.0,Y,389.0,635.0,519.0,641.0,314.0,485.0,118.0,2312.0,310.0,676.0,513.0,646.0,241.0,593.0,117.0,2241.0,0.53,0.47,10.0,7.0,8.0,9.0,12.0,10.0,6900.0,3,3,2,1,0,0,19.97,23.68,0.24,349.76,2336.41,2335.33,0.128,21.224673058795354,72.4,163.8,0.42,0.72,0.35,0.43,0.75,0.35
7,SAC,WE,1.0,Y,369.0,674.0,527.0,684.0,304.0,500.0,108.0,2329.0,273.0,694.0,463.0,723.0,235.0,622.0,132.0,2093.0,0.74,0.26,15.0,2.0,10.0,7.0,17.0,5.0,6800.0,7,1,7,0,1,1,18.3,29.35,0.24,341.36,2336.87,2360.95,0.12,22.11460148687969,73.25,168.875,0.43,0.69,0.36,0.41,0.73,0.3
8,SAC,WE,2.0,Y,418.0,720.0,509.0,670.0,330.0,542.0,88.0,2537.0,294.0,725.0,507.0,687.0,244.0,633.0,143.0,2404.0,0.62,0.38,14.0,3.0,7.0,10.0,10.0,10.0,6875.0,6,3,4,2,2,0,23.7,16.71,0.24,367.77,2534.44,2544.81,0.11199999999999999,23.509782068872944,72.625,165.375,0.42,0.73,0.34,0.43,0.76,0.31
9,SAC,WE,3.0,Y,452.0,723.0,537.0,642.0,325.0,611.0,101.0,2527.0,308.0,718.0,542.0,689.0,274.0,649.0,141.0,2480.0,0.56,0.44,12.0,5.0,7.0,10.0,12.0,10.0,6950.0,1,2,0,1,0,0,46.97,15.78,0.23,360.58,2592.77,2605.59,0.1,20.332525740899293,73.0,166.83333333333334,0.41,0.77,0.36,0.43,0.77,0.34
10,SAC,WE,4.0,N,388.0,721.0,473.0,690.0,319.0,586.0,77.0,2545.0,308.0,767.0,581.0,759.0,267.0,624.0,206.0,2571.0,0.53,0.47,13.0,4.0,5.0,12.0,9.0,11.0,6800.0,1,2,0,1,0,0,19.13,16.41,0.23,353.37,2607.4,2608.97,0.10800000000000001,24.878988963037084,73.0,164.66666666666666,0.41,0.75,0.38,0.45,0.75,0.34
2,SAS,WE,5.0,Y,348.0,732.0,522.0,698.0,214.0,544.0,157.0,2413.0,313.0,598.0,503.0,702.0,301.0,437.0,112.0,2407.0,0.56,0.44,12.0,4.0,6.0,10.0,13.0,8.0,6400.0,0,0,0,0,0,0,19.21,9.04,0.24,343.38,2342.02,2309.03,0.0,0.0,0.0,0.0,0.45,0.77,0.34,0.44,0.74,0.35
3,SAS,WE,3.0,Y,295.0,775.0,524.0,622.0,202.0,493.0,156.0,2207.0,344.0,630.0,478.0,645.0,275.0,390.0,148.0,2192.0,0.59,0.41,9.0,7.0,10.0,6.0,11.0,10.0,6475.0,0,2,0,0,0,0,58.08,20.8,0.24,324.56,2250.24,2219.9,0.1375,24.470154105315828,72.63333333333334,172.0,0.44,0.75,0.32,0.4,0.74,0.29
4,SAS,WE,3.0,N,347.0,721.0,478.0,665.0,228.0,522.0,178.0,2418.0,361.0,645.0,489.0,724.0,260.0,444.0,149.0,2344.0,0.62,0.38,12.0,4.0,8.0,8.0,12.0,9.0,6450.0,2,3,2,0,0,0,16.52,15.87,0.24,337.38,2359.07,2354.61,0.13999999999999999,20.981696876106103,72.41111111111111,172.22222222222223,0.44,0.76,0.36,0.41,0.75,0.33
5,SAS,WE,6.0,N,350.0,795.0,428.0,728.0,187.0,513.0,167.0,2215.0,389.0,783.0,530.0,669.0,275.0,424.0,140.0,2427.0,0.35,0.65,9.0,8.0,3.0,14.0,10.0,14.0,6825.0,0,0,0,0,0,0,-75.96,106.45,0.21,316.95,2452.65,2437.25,0.14,22.143712346093015,71.97,173.7,0.38,0.73,0.3,0.4,0.73,0.31
6,SAS,WE,7.0,N,302.0,701.0,493.0,628.0,272.0,513.0,106.0,2191.0,324.0,710.0,575.0,624.0,280.0,492.0,129.0,2364.0,0.26,0.74,6.0,11.0,3.0,14.0,6.0,16.0,6875.0,0,0,0,0,0,0,25.68,23.14,0.23,324.95,2330.23,2322.39,0.164,23.04591384900445,72.80833333333334,172.41666666666666,0.42,0.78,0.32,0.44,0.74,0.37
7,SAS,WE,7.0,N,256.0,690.0,433.0,650.0,195.0,535.0,90.0,2141.0,351.0,704.0,563.0,685.0,283.0,429.0,148.0,2401.0,0.21,0.79,5.0,12.0,2.0,15.0,3.0,19.0,6800.0,0,0,0,0,0,0,20.41,21.47,0.23,305.76,2302.92,2309.61,0.0775,16.142482997906516,71.25,161.125,0.42,0.77,0.32,0.44,0.76,0.35
8,SAS,WE,6.0,Y,354.0,814.0,540.0,610.0,246.0,488.0,83.0,2523.0,372.0,865.0,560.0,641.0,254.0,480.0,129.0,2603.0,0.38,0.62,6.0,11.0,7.0,10.0,10.0,10.0,6800.0,0,0,0,0,0,0,59.11,139.95,0.23,366.15,2577.29,2545.54,0.09666666666666668,19.42755732633282,72.14285714285714,163.71428571428572,0.41,0.75,0.34,0.43,0.77,0.36
9,SAS,WE,2.0,Y,323.0,764.0,567.0,653.0,283.0,558.0,130.0,2517.0,361.0,776.0,516.0,619.0,257.0,583.0,137.0,2484.0,0.59,0.41,9.0,8.0,11.0,6.0,13.0,9.0,6875.0,2,3,2,0,0,1,28.0,35.63,0.24,369.36,2558.28,2557.17,0.1225,19.202222539543584,72.125,170.0,0.42,0.8,0.37,0.42,0.77,0.32
10,SAS,WE,1.0,Y,246.0,847.0,601.0,602.0,272.0,525.0,150.0,2546.0,389.0,817.0,500.0,666.0,278.0,528.0,109.0,2418.0,0.71,0.29,15.0,2.0,9.0,8.0,10.0,10.0,6850.0,4,5,4,0,1,0,22.46,-104.95,0.24,360.55,2557.79,2581.4,0.1325,25.262542263516014,71.0,166.33333333333334,0.43,0.81,0.34,0.4,0.74,0.29
11,SAS,WE,4.0,0,281.0,768.0,598.0,596.0,257.0,509.0,116.0,2615.0,364.0,824.0,529.0,643.0,268.0,502.0,120.0,2661.0,0.44,0.56,10.0,7.0,5.0,12.0,10.0,10.0,6950.0,1,2,0,1,0,0,16.1,31.38,0.25,374.55,2585.7,2582.21,0.11000000000000001,18.941489215391705,70.42857142857143,162.28571428571428,0.43,0.78,0.35,0.44,0.79,0.35
2,SEA,WE,8.0,N,256.0,537.0,390.0,648.0,255.0,525.0,93.0,1822.0,288.0,721.0,506.0,618.0,284.0,529.0,123.0,2171.0,0.19,0.81,4.0,12.0,2.0,14.0,4.0,17.0,6475.0,0,0,0,0,0,0,15.08,38.25,0.22,266.95,2165.61,2159.77,0.0,0.0,0.0,0.0,0.38,0.68,0.3,0.45,0.76,0.35
3,SEA,WE,8.0,Y,306.0,585.0,412.0,605.0,273.0,431.0,127.0,1921.0,296.0,756.0,492.0,588.0,228.0,519.0,127.0,2048.0,0.31,0.69,5.0,11.0,5.0,11.0,6.0,15.0,6550.0,0,0,0,0,0,0,29.72,-38.61,0.22,275.75,2124.13,2130.2,0.08666666666666667,14.393233752779935,72.83333333333333,164.33333333333334,0.38,0.68,0.31,0.43,0.75,0.38
4,SEA,WE,4.0,N,362.0,633.0,514.0,623.0,282.0,477.0,151.0,2188.0,307.0,662.0,488.0,563.0,254.0,531.0,125.0,2103.0,0.53,0.47,10.0,6.0,7.0,9.0,10.0,11.0,6450.0,0,2,0,0,0,0,57.7,29.1,0.23,317.77,2209.84,2208.27,0.1125,20.207357538671495,72.33333333333333,164.5,0.41,0.77,0.36,0.43,0.74,0.3
5,SEA,WE,5.0,Y,342.0,732.0,548.0,644.0,232.0,465.0,138.0,2388.0,352.0,689.0,456.0,570.0,245.0,459.0,104.0,2274.0,0.53,0.47,13.0,4.0,5.0,12.0,11.0,13.0,6850.0,0,0,0,0,1,0,36.47,36.07,0.25,356.16,2320.78,2309.8,0.098,15.657975522923243,71.57142857142857,163.21428571428572,0.44,0.78,0.33,0.41,0.75,0.33
6,SEA,WE,2.0,Y,350.0,709.0,552.0,665.0,302.0,499.0,131.0,2437.0,303.0,679.0,507.0,678.0,252.0,527.0,137.0,2264.0,0.59,0.41,13.0,4.0,7.0,10.0,13.0,9.0,6825.0,6,2,6,0,1,0,21.87,17.49,0.24,349.37,2372.58,2374.54,0.144,25.165432578929096,72.55555555555556,167.0,0.43,0.78,0.38,0.43,0.71,0.36
7,SEA,WE,2.0,Y,323.0,776.0,520.0,657.0,201.0,516.0,158.0,2498.0,334.0,686.0,568.0,691.0,267.0,438.0,154.0,2407.0,0.59,0.41,14.0,3.0,6.0,11.0,13.0,9.0,6825.0,1,2,0,1,0,0,22.77,15.41,0.25,362.56,2459.25,2449.19,0.1325,23.050573750039135,73.57142857142857,169.85714285714286,0.44,0.79,0.33,0.41,0.76,0.32
8,SEA,WE,4.0,Y,327.0,821.0,514.0,682.0,232.0,570.0,127.0,2644.0,322.0,709.0,520.0,683.0,297.0,485.0,115.0,2575.0,0.53,0.47,9.0,8.0,9.0,8.0,10.0,10.0,6800.0,1,2,0,1,2,0,20.94,11.7,0.25,384.57,2573.07,2584.4,0.128,22.574907407536337,71.9090909090909,160.8181818181818,0.45,0.79,0.34,0.42,0.75,0.34
9,SEA,WE,4.0,Y,344.0,820.0,533.0,620.0,242.0,533.0,151.0,2734.0,333.0,761.0,591.0,642.0,272.0,495.0,112.0,2647.0,0.5,0.5,12.0,5.0,5.0,12.0,11.0,11.0,6825.0,0,2,0,0,2,0,23.86,17.55,0.25,385.77,2605.06,2631.21,0.126,24.404127890327437,73.14285714285714,170.78571428571428,0.44,0.81,0.35,0.43,0.82,0.37
10,SEA,WE,2.0,Y,340.0,822.0,530.0,684.0,269.0,526.0,140.0,2493.0,332.0,760.0,498.0,674.0,263.0,515.0,115.0,2406.0,0.65,0.35,16.0,1.0,6.0,11.0,13.0,7.0,6800.0,1,2,0,1,0,0,43.49,35.28,0.24,359.76,2513.59,2540.35,0.10200000000000001,24.12107019894878,73.4,172.3,0.43,0.76,0.32,0.4,0.75,0.32
11,SEA,WE,2.0,0,316.0,788.0,536.0,710.0,276.0,555.0,150.0,2544.0,332.0,746.0,517.0,672.0,275.0,555.0,131.0,2476.0,0.59,0.41,13.0,4.0,7.0,10.0,13.0,7.0,7025.0,1,2,0,1,1,0,21.92,24.95,0.24,363.76,2559.44,2561.51,0.082,18.918684362575426,71.81818181818181,169.63636363636363,0.43,0.79,0.35,0.41,0.76,0.35
2,WAS,EA,4.0,N,300.0,646.0,521.0,597.0,245.0,506.0,126.0,2176.0,299.0,612.0,513.0,595.0,261.0,456.0,102.0,2221.0,0.44,0.56,7.0,9.0,7.0,9.0,13.0,8.0,6400.0,0,2,0,0,0,0,15.51,12.46,0.25,332.96,2182.39,2185.15,0.0,0.0,0.0,0.0,0.46,0.7,0.33,0.45,0.69,0.38
3,WAS,EA,8.0,Y,356.0,699.0,424.0,537.0,257.0,495.0,127.0,1928.0,331.0,737.0,487.0,543.0,261.0,454.0,103.0,2075.0,0.31,0.69,8.0,8.0,2.0,14.0,4.0,17.0,6500.0,0,0,0,0,0,0,-20.46,-29.01,0.21,295.75,2184.73,2182.54,0.16499999999999998,22.329884597901348,73.375,175.0,0.39,0.66,0.28,0.41,0.74,0.36
4,WAS,EA,3.0,N,330.0,708.0,516.0,583.0,221.0,455.0,94.0,2135.0,309.0,680.0,442.0,570.0,237.0,441.0,101.0,2116.0,0.53,0.47,9.0,7.0,8.0,8.0,12.0,9.0,6450.0,3,2,2,1,1,1,-98.48,62.75,0.24,322.55,2155.51,2180.85,0.1225,16.391766342986795,71.7,168.1,0.42,0.75,0.37,0.41,0.74,0.33
5,WAS,EA,7.0,Y,382.0,703.0,568.0,676.0,213.0,462.0,99.0,2330.0,334.0,781.0,591.0,565.0,251.0,468.0,119.0,2498.0,0.26,0.74,3.0,14.0,6.0,11.0,7.0,17.0,6875.0,0,0,0,0,0,0,68.37,25.48,0.24,358.55,2394.32,2372.2,0.11600000000000002,22.321666767482164,70.27272727272727,153.45454545454547,0.41,0.75,0.31,0.45,0.74,0.35
6,WAS,EA,4.0,N,337.0,726.0,467.0,652.0,255.0,424.0,128.0,2325.0,336.0,770.0,534.0,627.0,237.0,492.0,111.0,2384.0,0.5,0.5,11.0,6.0,6.0,11.0,9.0,11.0,6850.0,1,2,0,1,0,0,23.06,39.84,0.24,349.34,2367.21,2372.01,0.1575,23.144806911483727,72.0,159.5,0.42,0.72,0.37,0.43,0.74,0.34
7,WAS,EA,5.0,Y,266.0,677.0,517.0,697.0,260.0,435.0,76.0,2263.0,267.0,757.0,545.0,638.0,205.0,504.0,108.0,2305.0,0.47,0.53,10.0,7.0,6.0,11.0,9.0,11.0,6900.0,0,0,0,0,1,0,15.69,24.49,0.25,338.94,2282.15,2298.36,0.10250000000000001,18.293489848331976,71.9,160.7,0.43,0.71,0.35,0.44,0.75,0.35
8,WAS,EA,4.0,N,330.0,770.0,576.0,784.0,306.0,541.0,113.0,2747.0,321.0,720.0,583.0,687.0,252.0,573.0,89.0,2657.0,0.53,0.47,13.0,4.0,5.0,12.0,12.0,8.0,6850.0,0,2,0,0,0,0,11.91,10.96,0.26,406.56,2615.62,2619.3,0.086,18.272192528958705,71.875,167.375,0.46,0.74,0.36,0.43,0.75,0.37
9,WAS,EA,5.0,N,335.0,783.0,472.0,763.0,282.0,571.0,133.0,2585.0,383.0,825.0,549.0,762.0,256.0,579.0,103.0,2639.0,0.47,0.53,8.0,9.0,8.0,9.0,8.0,12.0,6900.0,0,0,0,0,0,0,20.17,38.56,0.23,350.96,2664.15,2653.86,0.126,21.910974252244785,72.07692307692308,169.3846153846154,0.4,0.8,0.31,0.42,0.77,0.34
10,WAS,EA,6.0,Y,362.0,770.0,483.0,757.0,241.0,637.0,93.0,2368.0,306.0,787.0,542.0,708.0,314.0,530.0,146.0,2601.0,0.29,0.71,6.0,11.0,4.0,13.0,6.0,14.0,6825.0,0,0,0,0,0,0,55.12,15.26,0.23,354.16,2588.12,2548.22,0.11200000000000002,24.76659933252415,70.84615384615384,163.92307692307693,0.42,0.66,0.35,0.44,0.74,0.34
11,WAS,EA,4.0,0,388.0,803.0,453.0,725.0,314.0,607.0,118.0,2585.0,322.0,789.0,524.0,778.0,315.0,576.0,156.0,2622.0,0.47,0.53,11.0,6.0,5.0,12.0,10.0,12.0,6875.0,0,2,0,0,1,0,24.41,15.78,0.23,373.37,2676.36,2659.39,0.10400000000000001,19.49987225890559,72.38461538461539,176.15384615384616,0.42,0.7,0.33,0.43,0.75,0.34
